Referencia;Cantidad con signo;Entradas;Salidas;Cantidad Abonada;Precio;Importe;Existencia;Precio medio;Valor del inventario oficial;Escalón de precio;Codigo Cliente;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Codigo Comercial;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
PH 7312;-2;0;2;2;51.2000;102.4000;183;35.8256;6556.0848;3;57160;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;527;4;No;1PE-C001026-00G;;8;NPVM;
PH 7315;-2;0;2;0;60.3000;120.6000;194;51.9492;10078.1448;3;57160;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;527;4;No;1PE-C001027-00G;;8;NPVM;
PH 7322;-1;0;1;0;87.8500;87.8500;167;61.4731;10266.0077;3;57160;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;527;4;No;1PE-C001028-00G;;8;NPVM;
PHP 3118;-1;0;1;0;97.7600;97.7600;0;73.6062;0.0000;3;57160;04-M/19-00856;01/04-M/19-00948;28-08-2019;20:25:01;30-08-2019;18;;527;4;No;WM.6618.9101;;8;NPVM;
PHR 6301;5;5;0;0;44.4400;-215.5300;637;28.8441;18373.6917;3;57160;04-M/19-00783;01/04-M/19-00823;24-07-2019;9:42:55;7-08-2019;18;;527;4;No;;;8;NPVM;
PHR 6302;1;1;0;0;25.2500;-24.4900;80;19.7284;1578.2720;3;57160;04-M/19-00783;01/04-M/19-00823;24-07-2019;9:42:55;7-08-2019;18;;527;4;No;;;8;NPVM;
PHP 2112;-5;0;5;0;63.2600;316.3000;0;51.2736;0.0000;3;57160;04-M/19-00685;01/04-M/19-00763;9-07-2019;17:37:58;10-07-2019;18;;527;4;No;WS.6412.9001;;8;NPVM;
PHP 2109;-10;0;10;0;55.5200;555.2000;0;44.3123;0.0000;3;57160;04-M/19-00673;01/04-M/19-00510;7-05-2019;18:27:03;9-07-2019;18;;527;4;No;WS.6409.9001;;8;NPVM;
PHP 2115;-4;0;4;0;74.3100;297.2400;0;59.1130;0.0000;3;57160;04-M/19-00673;01/04-M/19-00510;7-05-2019;18:27:03;9-07-2019;18;;527;4;No;WS.6415.9001;;8;NPVM;
PHP 2118;-1;0;1;0;77.2400;77.2400;0;62.8132;0.0000;3;57160;04-M/19-00670;01/04-M/19-00618;30-05-2019;14:02:36;9-07-2019;18;;527;4;No;WM.6418.9101;;8;NPVM;PED2019A727C
PHP 6127;-1;0;1;0;302.6000;302.6000;10;203.7686;2037.6860;3;57160;04-M/19-00633;01/04-M/19-00713;28-06-2019;9:30:38;1-07-2019;18;;527;4;No;GS.6027.9801;;8;NPVM;
MA;-1;0;1;0;0.0000;0.0000;0;0.0000;0.0000;1;57160;04-M/19-00633;01/04-M/19-00713;28-06-2019;9:30:38;1-07-2019;18;;527;4;No;;;8;NPVM;
PHR 6301;-2;0;2;0;44.4400;88.8800;652;28.8441;18806.3532;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;;;8;NPVM;PED2019A727C
PHR 6312;-2;0;2;0;32.3000;64.6000;177;23.3275;4128.9675;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;;;8;NPVM;PED2019A727C
PHP 2118;-1;0;1;0;77.2400;77.2400;0;61.7896;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;WM.6418.9101;;8;NPVM;PED2019A727C
PH 7266;-10;0;10;0;25.5800;255.8000;578;15.7076;9078.9928;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2019A727C
PH 7210;-6;0;6;0;48.9400;293.6400;323;27.8960;9010.4080;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;1PE-C001940-00GE;;8;NPVM;PED2019A727C
PH 7530;-1;0;1;0;237.8900;237.8900;67;142.7333;9563.1311;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;1PE-C001019-00G;;8;NPVM;PED2019A727C
PH 7610;-1;0;1;0;121.0000;121.0000;12;66.5497;798.5964;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;1PE-C001020-OOG;;8;NPVM;PED2019A727C
PH 7621;-1;0;1;0;151.0000;151.0000;56;90.6011;5073.6616;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;1PE-C001021-00G;;8;NPVM;PED2019A727C
PH 7631;-1;0;1;0;252.0000;252.0000;41;158.0615;6480.5215;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;1PE-C001022-00G;;8;NPVM;PED2019A727C
PH 9465;-8;0;8;0;39.6600;317.2800;0;29.7424;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2019A727C
PH 9466;-8;0;8;0;28.4100;227.2800;0;24.1500;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;PED2019A727C
YUA 109;-10;0;10;0;17.3900;173.9000;29;14.7244;427.0076;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;NPW45-12;;8;NPVM;PED2019A727C
YUA 107;-10;0;10;0;12.5200;125.2000;106;10.6404;1127.8824;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;NP7-12L;;8;NPVM;PED2019A727C
PH 9220;-2;0;2;0;263.9700;527.9400;0;184.7768;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2019A727C
PH 9406;-8;0;8;0;28.3200;226.5600;0;21.5576;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2019A727C
PH 9408;-4;0;4;0;34.4100;137.6400;0;25.5039;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2019A727C
PH 9410;-4;0;4;0;65.9500;263.8000;0;47.3713;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A727C
PH 9415;-2;0;2;0;92.7100;185.4200;0;74.3355;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;P5B;VESTA 1500 LCD;8;NPVM;PED2019A727C
PH 9485;-4;0;4;0;45.7900;183.1600;0;35.2710;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2019A727C
PHP 3109;-2;0;2;0;71.9700;143.9400;0;60.9769;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;WS.6609.9001;;8;NPVM;PED2019A727C
PHP 3118;-1;0;1;0;97.7600;97.7600;0;78.6451;0.0000;3;57160;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;527;4;No;WM.6618.9101;;8;NPVM;PED2019A727C
PHP 8147;-1;0;1;0;472.0300;472.0300;0;341.1835;0.0000;3;57160;04-M/19-00452;01/04-M/19-00495;2-05-2019;11:47:40;3-05-2019;18;;527;4;No;GS.8047.9101;;8;NPVM;PED2019A727C
MA;-1;0;1;0;0.0000;0.0000;0;0.0000;0.0000;1;57160;04-M/19-00452;01/04-M/19-00495;2-05-2019;11:47:40;3-05-2019;18;;527;4;No;;;8;NPVM;PED2019A727C
PHK 1650;-24;0;24;0;0.0000;0.0000;529;0.3280;173.5120;3;57160;04-M/19-00452;01/04-M/19-00495;2-05-2019;11:47:40;3-05-2019;18;;527;4;No;68434;;8;NPVM;PED2019A727C
PHP 2106;-2;0;2;0;51.7200;103.4400;0;43.2118;0.0000;3;57160;04-M/19-00446;01/04-M/19-00487;29-04-2019;13:19:21;30-04-2019;18;;527;4;No;WS.6406.9001;;8;NPVM;PED2019A617C
PHP 3112;-2;0;2;0;78.6200;157.2400;0;66.5903;0.0000;3;57160;04-M/19-00446;01/04-M/19-00487;29-04-2019;13:19:21;30-04-2019;18;;527;4;No;WS.6612.9101;;8;NPVM;PED2019A617C
PHP 3118;-1;0;1;0;97.7600;97.7600;0;78.6451;0.0000;3;57160;04-M/19-00446;01/04-M/19-00487;29-04-2019;13:19:21;30-04-2019;18;;527;4;No;WM.6618.9101;;8;NPVM;PED2019A617C
PH 9410;-2;0;2;0;65.9500;131.9000;0;47.3713;0.0000;3;57160;04-M/19-00446;01/04-M/19-00487;29-04-2019;13:19:21;30-04-2019;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A617C
PH 9415;-2;0;2;0;92.7100;185.4200;0;74.3355;0.0000;3;57160;04-M/19-00446;01/04-M/19-00487;29-04-2019;13:19:21;30-04-2019;18;;527;4;No;P5B;VESTA 1500 LCD;8;NPVM;PED2019A617C
PH 9270;-1;0;1;0;1235.3800;1235.3800;0;864.7636;0.0000;3;57160;04-M/19-00437;01/04-M/19-00479;25-04-2019;10:47:00;26-04-2019;18;;527;4;No;GALLEON ONE 10K;;8;NPVM;PED2019A677C
PHP 6642;-1;0;1;0;271.9500;271.9500;0;179.9249;0.0000;3;57160;04-M/19-00419;01/04-M/19-00462;17-04-2019;11:46:12;17-04-2019;18;;527;4;No;GS.6642.9101;;8;NPVM;PED2019A7873
PHK 1650;-24;0;24;0;0.0000;0.0000;944;0.3267;308.4048;3;57160;04-M/19-00419;01/04-M/19-00462;17-04-2019;11:46:12;17-04-2019;18;;527;4;No;68434;;8;NPVM;PED2019A7873
PH 9230;-2;0;2;0;370.2800;740.5600;0;245.4585;0.0000;3;57160;04-M/19-00380;01/04-M/19-00413;5-04-2019;10:32:39;5-04-2019;18;;527;4;No;1PE-C001403-00G;;8;NPVM;PED2019A537C
PH 9330;-1;0;1;0;433.2400;433.2400;0;308.4980;0.0000;3;57160;04-M/19-00380;01/04-M/19-00413;5-04-2019;10:32:39;5-04-2019;18;;527;4;No;GALLEON RM-3K RACK;;8;NPVM;PED2019A537C
PH 7210;-5;0;5;0;48.9400;244.7000;361;27.8960;10070.4560;3;57160;04-M/19-00380;01/04-M/19-00413;5-04-2019;10:32:39;5-04-2019;18;;527;4;No;1PE-C001940-00GE;;8;NPVM;PED2019A537C
PH 7288;-10;0;10;0;29.7300;297.3000;577;22.6213;13052.4901;3;57160;04-M/19-00380;01/04-M/19-00413;5-04-2019;10:32:39;5-04-2019;18;;527;4;No;1PE-C001939-00GE;;8;NPVM;PED2019A537C
PH 9230;-2;0;2;0;370.2800;740.5600;0;245.4585;0.0000;3;57160;04-M/19-00377;01/04-M/19-00411;4-04-2019;13:48:24;4-04-2019;18;;527;4;No;1PE-C001403-00G;;8;NPVM;PED2019A554C
PHP 3115;-1;0;1;0;88.9600;88.9600;0;76.3091;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;WS.6615.9101-LS;;8;NPVM;PED2019A388C
PHP 3118;-1;0;1;0;97.7600;97.7600;0;78.6451;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;WM.6618.9101;;8;NPVM;PED2019A388C
PHP 2115;-1;0;1;0;74.3100;74.3100;0;59.3391;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;WS.6415.9001;;8;NPVM;PED2019A388C
PHP 2118;-2;0;2;0;77.2400;154.4800;0;61.7896;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;WM.6418.9101;;8;NPVM;PED2019A388C
PH 7266;-5;0;5;0;25.5800;127.9000;863;15.7076;13555.6588;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2019A388C
PH 9408;-5;0;5;0;34.4100;172.0500;0;25.5039;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2019A388C
PH 9466;-6;0;6;0;28.4100;170.4600;0;24.1500;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;PED2019A388C
PH 9410;-2;0;2;0;65.9500;131.9000;0;47.3713;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A388C
PH 9220;-2;0;2;0;259.1500;518.3000;0;184.7768;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2019A388C
DTA 015;-50;0;50;0;0.2800;14.0000;0;0.2007;0.0000;3;57160;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;527;4;No;TUBE HY 420 WHITE1,5;;8;NPVM;PED2019A388C
PHR 6301;2;2;0;0;44.4400;-86.2100;54;32.4387;1751.6898;3;57160;04-M/19-00262;01/04-M/19-00290;4-03-2019;10:42:27;4-03-2019;18;;527;4;No;;;8;NPVM;
PHR 6302;-2;0;2;0;25.2500;50.5000;315;19.7284;6214.4460;3;57160;04-M/19-00262;01/04-M/19-00290;4-03-2019;10:42:27;4-03-2019;18;;527;4;No;;;8;NPVM;
PH 9210;-21;0;21;0;160.0000;3360.0000;0;122.8252;0.0000;3;57160;04-M/19-00261;01/04-M/19-00281;28-02-2019;13:25:16;4-03-2019;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
PHP 2112;-2;0;2;0;63.2600;126.5200;0;50.8649;0.0000;3;57160;04-M/19-00252;01/04-M/19-00280;28-02-2019;12:13:46;28-02-2019;18;;527;4;No;WS.6412.9001;;8;NPVM;PED2019A386C
PHP 3112;-2;0;2;0;78.6200;157.2400;0;63.2401;0.0000;3;57160;04-M/19-00252;01/04-M/19-00280;28-02-2019;12:13:46;28-02-2019;18;;527;4;No;WS.6612.9101;;8;NPVM;PED2019A386C
PHR 6301;-8;0;8;7;44.4400;355.5200;54;32.4387;1751.6898;3;57160;04-M/19-00252;01/04-M/19-00280;28-02-2019;12:13:46;28-02-2019;18;;527;4;No;;;8;NPVM;PED2019A386C
PHR 6302;-8;0;8;1;25.2500;202.0000;366;19.7284;7220.5944;3;57160;04-M/19-00252;01/04-M/19-00280;28-02-2019;12:13:46;28-02-2019;18;;527;4;No;;;8;NPVM;PED2019A386C
PHR 6312;-2;0;2;0;32.3000;64.6000;128;24.8678;3183.0784;3;57160;04-M/19-00252;01/04-M/19-00280;28-02-2019;12:13:46;28-02-2019;18;;527;4;No;;;8;NPVM;PED2019A386C
PH 7530;-2;0;2;0;256.8400;513.6800;43;144.2542;6202.9306;3;57160;04-M/19-00233;01/04-M/19-00259;25-02-2019;12:58:25;25-02-2019;18;;527;4;No;1PE-C001019-00G;;8;NPVM;PED2019A364C
PH 9408;-1;0;1;0;0.0000;0.0000;0;25.5039;0.0000;3;57160;04-M/19-00226;01/04-M/19-00247;21-02-2019;16:55:26;21-02-2019;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9466;-10;0;10;0;28.4100;284.1000;0;24.1500;0.0000;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;
PH 9408;-10;0;10;0;34.4100;344.1000;0;25.5039;0.0000;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9420;-2;0;2;0;121.9200;243.8400;0;87.7941;0.0000;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
PH 7521;-2;0;2;0;162.2700;324.5400;38;102.8973;3910.0974;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;1PE-C001018-00G;;8;NPVM;
PHP 2106;-4;0;4;0;51.7200;206.8800;0;41.8880;0.0000;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;WS.6406.9001;;8;NPVM;
PHP 2109;-4;0;4;0;55.5200;222.0800;0;44.8540;0.0000;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;WS.6409.9001;;8;NPVM;
PHP 2112;-2;0;2;0;63.2600;126.5200;0;50.8649;0.0000;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;WS.6412.9001;;8;NPVM;
YUA 107;-10;0;10;0;12.5200;125.2000;334;10.6404;3553.8936;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;NP7-12L;;8;NPVM;
YUA 109;-10;0;10;0;17.3900;173.9000;265;14.7244;3901.9660;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;NPW45-12;;8;NPVM;
PHR 6302;-2;0;2;0;25.2500;50.5000;390;19.7284;7694.0760;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;;;8;NPVM;
PHR 6301;-2;0;2;0;44.4400;88.8800;88;32.4387;2854.6056;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;;;8;NPVM;
PHR 6312;-2;0;2;0;32.3000;64.6000;132;24.8678;3282.5496;3;57160;04-M/19-00224;01/04-M/19-00246;21-02-2019;13:40:48;21-02-2019;18;;527;4;No;;;8;NPVM;
PH 9406;-10;0;10;0;28.3200;283.2000;0;21.2413;0.0000;3;57160;04-M/19-00143;01/04-M/19-00155;5-02-2019;16:43:55;5-02-2019;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2019A192C
PH 9230;-2;0;2;0;351.8300;703.6600;0;245.4585;0.0000;3;57160;04-M/19-00143;01/04-M/19-00155;5-02-2019;16:43:55;5-02-2019;18;;527;4;No;1PE-C001403-00G;;8;NPVM;PED2019A192C
PH 9420;-2;0;2;0;115.4200;230.8400;0;86.5626;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;PED2019A138C
PH 9406;-10;0;10;0;28.2200;282.2000;0;21.2413;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2019A138C
PH 9408;-10;0;10;0;33.3600;333.6000;0;25.1181;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2019A138C
PHP 2112;-1;0;1;0;59.0100;59.0100;0;50.6068;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;WS.6412.9001;;8;NPVM;PED2019A138C
PH 7610;-1;0;1;0;114.7400;114.7400;40;66.5497;2661.9880;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;1PE-C001020-OOG;;8;NPVM;PED2019A138C
PH 7621;-1;0;1;0;137.3300;137.3300;32;92.0061;2944.1952;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;1PE-C001021-00G;;8;NPVM;PED2019A138C
PH 7631;-1;0;1;0;225.8100;225.8100;36;158.6701;5712.1236;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;1PE-C001022-00G;;8;NPVM;PED2019A138C
PHP 2109;-1;0;1;0;52.2500;52.2500;0;44.6831;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;WS.6409.9001;;8;NPVM;PED2019A138C
PHP 3109;-1;0;1;0;67.0600;67.0600;0;57.5731;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;WS.6609.9001;;8;NPVM;PED2019A138C
PHP 3112;-1;0;1;0;73.1600;73.1600;0;62.8922;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;WS.6612.9101;;8;NPVM;PED2019A138C
PHP 3115;-1;0;1;0;83.1700;83.1700;0;71.1691;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;WS.6615.9101-LS;;8;NPVM;PED2019A138C
PHP 3118;-1;0;1;0;90.3400;90.3400;0;78.2058;0.0000;3;57160;04-M/19-00113;01/04-M/19-00120;30-01-2019;11:05:06;30-01-2019;18;;527;4;No;WM.6618.9101;;8;NPVM;PED2019A138C
PHP 6122;-1;0;1;0;246.9500;246.9500;0;174.7398;0.0000;1;57160;04-M/19-00093;01/04-M/19-00094;24-01-2019;9:39:29;24-01-2019;18;;527;4;No;GS.6022.9801;;8;NPVM;PED2019A113C
PH 7521;-1;0;1;0;157.1900;157.1900;43;102.8973;4424.5839;1;57160;04-M/19-00093;01/04-M/19-00094;24-01-2019;9:39:29;24-01-2019;18;;527;4;No;1PE-C001018-00G;;8;NPVM;PED2019A113C
DTA 016;-50;0;50;0;0.3700;18.5000;0;0.2623;0.0000;1;57160;04-M/19-00030;01/04-M/19-00035;15-01-2019;9:58:29;15-01-2019;18;;527;4;No;TUBE HY 530 - 0,5G;;8;NPVM;PED2018A1809C
PH 9485;-10;0;10;0;45.3000;453.0000;0;34.5433;0.0000;1;57160;04-M/19-00030;01/04-M/19-00035;15-01-2019;9:58:29;15-01-2019;18;;527;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2018A1809C
PH 9465;-10;0;10;0;39.5900;395.9000;0;29.7424;0.0000;1;57160;04-M/19-00030;01/04-M/19-00035;15-01-2019;9:58:29;15-01-2019;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2018A1809C
PH 9210;-4;0;4;0;173.9300;695.7200;0;121.7340;0.0000;1;57160;04-M/19-00030;01/04-M/19-00035;15-01-2019;9:58:29;15-01-2019;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A1809C
PH 9220;-2;0;2;0;259.1500;518.3000;0;182.4263;0.0000;1;57160;04-M/19-00030;01/04-M/19-00035;15-01-2019;9:58:29;15-01-2019;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1809C
9;1;1;0;0;600.0000;-600.0000;0;0.0000;0.0000;1;57160;04-M/18-00949;01/04-M/18-01066;18-12-2018;15:42:55;19-12-2018;18;;527;4;No;;;8;NPVM;
PH 9210;-4;0;4;0;173.9300;695.7200;0;121.7340;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A1749C
PH 9220;-4;0;4;0;259.1500;1036.6000;0;182.4263;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1749C
PH 9230;-2;0;2;0;351.8300;703.6600;0;245.4585;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;1PE-C001403-00G;;8;NPVM;PED2018A1749C
PH 9415;-2;0;2;0;97.5300;195.0600;0;73.2391;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;P5B;VESTA 1500 LCD;8;NPVM;PED2018A1749C
PH 9420;-2;0;2;0;115.4200;230.8400;0;86.5626;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;PED2018A1749C
PH 9404;-10;0;10;0;25.8800;258.8000;0;19.9259;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;P4B;APEX 400;8;NPVM;PED2018A1749C
PH 9465;-5;0;5;0;39.5900;197.9500;0;29.7424;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2018A1749C
PH 9320;-1;0;1;0;408.9000;408.9000;0;286.2302;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;GALLEON 2K RACK;;8;NPVM;PED2018A1749C
PH 9330;-1;0;1;0;433.2400;433.2400;0;308.4980;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;GALLEON RM-3K RACK;;8;NPVM;PED2018A1749C
PH 7210;-4;0;4;0;44.2800;177.1200;394;27.8960;10991.0240;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;1PE-C001940-00GE;;8;NPVM;PED2018A1749C
PHP 2112;-2;0;2;0;59.0100;118.0200;0;50.1602;0.0000;1;57160;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;527;4;No;WS.6412.9001;;8;NPVM;PED2018A1749C
PH 9265;-2;0;2;0;921.2900;1842.5800;0;644.9001;0.0000;1;57160;04-M/18-00877;01/04-M/18-00993;28-11-2018;12:34:54;28-11-2018;18;;527;4;No;GALLEON 6K TOWER;;8;NPVM;PED2018A1892C
PH 9230;-1;0;1;0;351.8300;351.8300;0;245.3860;0.0000;1;57160;04-M/18-00877;01/04-M/18-00993;28-11-2018;12:34:54;28-11-2018;18;;527;4;No;1PE-C001403-00G;;8;NPVM;PED2018A1892C
PH 9265;-1;0;1;0;921.2900;921.2900;0;644.9001;0.0000;1;57160;04-M/18-00811;01/04-M/18-00916;14-11-2018;9:22:08;14-11-2018;18;;527;4;No;GALLEON 6K TOWER;;8;NPVM;PED2018A1583C
