Referencia;Cantidad con signo;Entradas;Salidas;Cantidad Abonada;Precio;Importe;Existencia;Precio medio;Valor del inventario oficial;Escalón de precio;Codigo Cliente;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Codigo Comercial;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
PH 9410;-4;0;4;0;62.1100;248.4400;0;46.5843;0.0000;1;57160;04-M/18-00799;01/04-M/18-00908;9-11-2018;16:48:56;12-11-2018;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2018A1749C
PHP 2112;-2;0;2;0;59.0100;118.0200;0;50.1602;0.0000;1;57160;04-M/18-00799;01/04-M/18-00908;9-11-2018;16:48:56;12-11-2018;18;;527;4;No;WS.6412.9001;;8;NPVM;PED2018A1749C
PH 7210;-4;0;4;0;44.2800;177.1200;416;27.8960;11604.7360;1;57160;04-M/18-00799;01/04-M/18-00908;9-11-2018;16:48:56;12-11-2018;18;;527;4;No;1PE-C001940-00GE;;8;NPVM;PED2018A1749C
PHP 6632;-2;0;2;0;226.7300;453.4600;0;157.7405;0.0000;1;57160;04-M/18-00799;01/04-M/18-00908;9-11-2018;16:48:56;12-11-2018;18;;527;4;No;GS.6632.9101;;8;NPVM;PED2018A1749C
PH 9408;-20;0;20;0;33.3600;667.2000;0;25.0224;0.0000;1;57160;04-M/18-00763;01/04-M/18-00868;2-11-2018;11:12:17;5-11-2018;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2018A1709C
PH 9406;-20;0;20;0;28.2200;564.4000;0;21.1613;0.0000;1;57160;04-M/18-00763;01/04-M/18-00868;2-11-2018;11:12:17;5-11-2018;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2018A1709C
PH 9210;-4;0;4;0;173.9300;695.7200;0;121.7540;0.0000;1;57160;04-M/18-00763;01/04-M/18-00868;2-11-2018;11:12:17;5-11-2018;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A1709C
PH 9210;-4;0;4;0;170.2200;680.8800;0;121.7540;0.0000;1;57160;04-M/18-00746;01/04-M/18-00845;26-10-2018;10:29:20;29-10-2018;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A1638C
PH 9220;-2;0;2;0;255.8900;511.7800;0;181.4052;0.0000;1;57160;04-M/18-00746;01/04-M/18-00845;26-10-2018;10:29:20;29-10-2018;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1638C
PH 9415;-2;0;2;0;95.8400;191.6800;0;73.1438;0.0000;1;57160;04-M/18-00746;01/04-M/18-00845;26-10-2018;10:29:20;29-10-2018;18;;527;4;No;P5B;VESTA 1500 LCD;8;NPVM;PED2018A1638C
DTA 015;-50;0;50;0;0.2800;14.0000;0;0.2007;0.0000;1;57160;04-M/18-00746;01/04-M/18-00845;26-10-2018;10:29:20;29-10-2018;18;;527;4;No;TUBE HY 420 WHITE1,5;;8;NPVM;PED2018A1638C
PHP 3109;-2;0;2;0;66.7000;133.4000;0;56.9993;0.0000;1;57160;04-M/18-00728;01/04-M/18-00795;15-10-2018;18:47:40;23-10-2018;18;;527;4;No;WS.6609.9001;;8;NPVM;PED2018A1455C
PH 9220;-1;0;1;0;255.8900;255.8900;0;181.4052;0.0000;1;57160;04-M/18-00700;01/04-M/18-00796;16-10-2018;10:35:00;16-10-2018;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1625C
PH 7322;-3;0;3;0;111.8800;335.6400;177;60.4144;10693.3488;1;57160;04-M/18-00700;01/04-M/18-00796;16-10-2018;10:35:00;16-10-2018;18;;527;4;No;1PE-C001028-00G;;8;NPVM;PED2018A1625C
PH 9466;-10;0;10;0;33.6000;336.0000;0;24.1500;0.0000;1;57160;04-M/18-00699;01/04-M/18-00761;4-10-2018;17:39:36;16-10-2018;18;;527;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;PED2018A1455C
PH 9415;-2;0;2;0;95.8400;191.6800;0;73.1438;0.0000;1;57160;04-M/18-00699;01/04-M/18-00761;4-10-2018;17:39:36;16-10-2018;18;;527;4;No;P5B;VESTA 1500 LCD;8;NPVM;PED2018A1455C
PH 9410;-4;0;4;0;61.2000;244.8000;0;46.5843;0.0000;1;57160;04-M/18-00699;01/04-M/18-00761;4-10-2018;17:39:36;16-10-2018;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2018A1455C
PH 9485;-10;0;10;0;45.3000;453.0000;0;33.9723;0.0000;1;57160;04-M/18-00699;01/04-M/18-00761;4-10-2018;17:39:36;16-10-2018;18;;527;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2018A1455C
PHP 2109;-2;0;2;0;52.8800;105.7600;0;44.9441;0.0000;1;57160;04-M/18-00699;01/04-M/18-00761;4-10-2018;17:39:36;16-10-2018;18;;527;4;No;WS.6409.9001;;8;NPVM;PED2018A1455C
PH 9210;-4;0;4;0;169.6500;678.6000;0;120.9600;0.0000;1;57160;04-M/18-00592;01/04-M/18-00675;12-09-2018;12:34:30;12-09-2018;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A1391C
PH 9460;-10;0;10;0;33.4000;334.0000;0;23.3687;0.0000;1;57160;04-M/18-00592;01/04-M/18-00675;12-09-2018;12:34:30;12-09-2018;18;;527;4;No;P6V;VESTA 650 LED;8;NPVM;PED2018A1391C
PH 9230;-2;0;2;0;366.9000;733.8000;0;246.4800;0.0000;1;57160;04-M/18-00592;01/04-M/18-00675;12-09-2018;12:34:30;12-09-2018;18;;527;4;No;1PE-C001403-00G;;8;NPVM;PED2018A1391C
PH 7521;-2;0;2;0;156.5500;313.1000;24;100.6045;2414.5080;1;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;1PE-C001018-00G;;8;NPVM;PED2018A1321C
DTA 018;-100;0;100;0;0.4200;42.0000;0;0.2970;0.0000;3;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;TUBE HY 710 - 0,5G;;8;NPVM;PED2018A1321C
DTA 085;-20;0;20;0;0.3600;7.2000;0;0.2544;0.0000;1;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;MINI BAG HY 530 GREY;;8;NPVM;PED2018A1321C
PHP 2112;-4;0;4;0;58.9000;235.6000;0;50.0632;0.0000;2;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;WS.6412.9001;;8;NPVM;PED2018A1321C
PH 9410;-4;0;4;0;60.9300;243.7200;0;45.9035;0.0000;1;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2018A1321C
PH 9210;-4;0;4;0;169.6500;678.6000;0;119.1543;0.0000;1;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A1321C
PH 9220;-2;0;2;0;254.2100;508.4200;0;179.1254;0.0000;1;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1321C
DTA 015;-50;0;50;0;0.2800;14.0000;0;0.2007;0.0000;1;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;TUBE HY 420 WHITE1,5;;8;NPVM;PED2018A1321C
PH 9420;-4;0;4;0;112.5700;450.2800;0;84.9126;0.0000;1;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;PED2018A1321C
RF 2011;-10;0;10;0;4.0900;40.9000;0;2.6156;0.0000;2;57160;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;518;4;No;#04790;;8;NPVM;PED2018A1321C
PH 9406;-20;0;20;0;27.6800;553.6000;0;20.9480;0.0000;1;57160;04-M/18-00541;01/04-M/18-00614;20-08-2018;10:30:42;20-08-2018;18;;518;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2018A1250C
PH 9408;-20;0;20;0;33.0800;661.6000;0;25.0224;0.0000;1;57160;04-M/18-00541;01/04-M/18-00614;20-08-2018;10:30:42;20-08-2018;18;;518;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2018A1250C
PH 9415;-4;0;4;0;95.0200;380.0800;0;71.8798;0.0000;1;57160;04-M/18-00541;01/04-M/18-00614;20-08-2018;10:30:42;20-08-2018;18;;518;4;No;P5B;VESTA 1500 LCD;8;NPVM;PED2018A1250C
PHP 6127;-1;0;1;0;262.1300;262.1300;8;200.5503;1604.4024;1;57160;04-M/18-00541;01/04-M/18-00614;20-08-2018;10:30:42;20-08-2018;18;;518;4;No;GS.6027.9801;;8;NPVM;PED2018A1250C
PHP 8842;-1;0;1;0;325.7600;325.7600;0;250.3616;0.0000;1;57160;04-M/18-00522;01/04-M/18-00599;2-08-2018;14:20:38;3-08-2018;18;;518;4;No;GS.8842.9801;;8;NPVM;PED2018A13964
PP 1011;-1;0;1;0;11.0900;11.0900;0;8.0609;0.0000;1;57160;04-M/18-00522;01/04-M/18-00599;2-08-2018;14:20:38;3-08-2018;18;;518;4;No;RAC-00008-PDU;;8;NPVM;PED2018A13964
PH 9220;-2;0;2;0;254.2100;508.4200;0;179.1254;0.0000;1;57160;04-M/18-00516;01/04-M/18-00595;31-07-2018;16:54:03;31-07-2018;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9410;-2;0;2;0;60.9300;121.8600;0;45.9117;0.0000;1;57160;04-M/18-00516;01/04-M/18-00595;31-07-2018;16:54:03;31-07-2018;18;;518;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9210;-2;0;2;0;169.6500;339.3000;0;119.5263;0.0000;1;57160;04-M/18-00516;01/04-M/18-00595;31-07-2018;16:54:03;31-07-2018;18;;518;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
PH 9415;-2;0;2;0;95.0200;190.0400;0;71.8798;0.0000;1;57160;04-M/18-00474;01/04-M/18-00544;12-07-2018;16:42:16;12-07-2018;18;;518;4;No;P5B;VESTA 1500 LCD;8;NPVM;PED2018A1086C
PH 9220;-2;0;2;0;254.2100;508.4200;0;179.1254;0.0000;1;57160;04-M/18-00474;01/04-M/18-00544;12-07-2018;16:42:16;12-07-2018;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1086C
PH 9465;-6;0;6;0;38.1600;228.9600;0;29.1721;0.0000;1;57160;04-M/18-00474;01/04-M/18-00544;12-07-2018;16:42:16;12-07-2018;18;;518;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2018A1086C
PH 7322;-2;0;2;0;118.6300;237.2600;197;60.4144;11901.6368;1;57160;04-M/18-00474;01/04-M/18-00544;12-07-2018;16:42:16;12-07-2018;18;;518;4;No;1PE-C001028-00G;;8;NPVM;PED2018A1086C
PH 9230;-2;0;2;0;336.4500;672.9000;0;241.0758;0.0000;1;57160;04-M/18-00458;01/04-M/18-00462;18-06-2018;17:13:24;9-07-2018;18;;518;4;No;1PE-C001403-00G;;8;NPVM;PED2018A492C
PHP 6132;-1;0;1;0;289.3300;289.3300;0;213.1298;0.0000;1;57160;04-M/18-00454;01/04-M/18-00520;5-07-2018;10:14:13;5-07-2018;18;;518;4;No;GS.6032.9801;;8;NPVM;PED2018A1097C
PH 9260;1;1;0;0;804.0100;-779.8900;0;496.0234;0.0000;1;57160;04-M/18-00452;01/04-M/18-00494;28-06-2018;10:55:10;5-07-2018;18;;518;4;No;P6T - WINNER PRO+ 6K;;8;NPVM;
PH 7530;-4;0;4;0;225.7800;903.1200;18;138.6912;2496.4416;1;57160;04-M/18-00440;01/04-M/18-00508;3-07-2018;17:00:36;3-07-2018;18;;518;4;No;1PE-C001019-00G;;8;NPVM;PED2018A1037C
PH 9420;-4;0;4;0;112.5700;450.2800;0;84.4246;0.0000;1;57160;04-M/18-00440;01/04-M/18-00508;3-07-2018;17:00:36;3-07-2018;18;;518;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;PED2018A1037C
PH 9220;-2;0;2;0;254.2100;508.4200;0;177.9451;0.0000;1;57160;04-M/18-00440;01/04-M/18-00508;3-07-2018;17:00:36;3-07-2018;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A1037C
PH 9265;-1;0;1;0;804.0100;804.0100;0;639.8518;0.0000;1;57160;04-M/18-00429;01/04-M/18-00495;28-06-2018;11:03:33;28-06-2018;18;;518;4;No;GALLEON 6K TOWER;;8;NPVM;
PHP 2115;-2;0;2;0;76.0700;152.1400;0;57.2359;0.0000;1;57160;04-M/18-00407;01/04-M/18-00415;4-06-2018;18:08:10;21-06-2018;18;;518;4;No;WS.6415.9001;;8;NPVM;PED2018A823C
PHP 2112;-1;0;1;0;67.6400;67.6400;0;48.6374;0.0000;1;57160;04-M/18-00407;01/04-M/18-00415;4-06-2018;18:08:10;21-06-2018;18;;518;4;No;WS.6412.9001;;8;NPVM;PED2018A823C
PHP 2109;-2;0;2;0;57.0200;114.0400;0;42.9051;0.0000;1;57160;04-M/18-00407;01/04-M/18-00415;4-06-2018;18:08:10;21-06-2018;18;;518;4;No;WS.6409.9001;;8;NPVM;PED2018A823C
PH 7530;-2;0;2;0;225.7800;451.5600;30;138.6912;4160.7360;1;57160;04-M/18-00397;01/04-M/18-00225;26-03-2018;11:17:58;18-06-2018;18;;518;4;No;1PE-C001019-00G;;8;NPVM;PED2018A492C
PH 7521;-2;0;2;0;156.5500;313.1000;30;100.6045;3018.1350;1;57160;04-M/18-00397;01/04-M/18-00225;26-03-2018;11:17:58;18-06-2018;18;;518;4;No;1PE-C001018-00G;;8;NPVM;PED2018A492C
PH 9230;-1;0;1;0;336.4500;336.4500;0;235.5156;0.0000;1;57160;04-M/18-00397;01/04-M/18-00225;26-03-2018;11:17:58;18-06-2018;18;;518;4;No;1PE-C001403-00G;;8;NPVM;PED2018A492C
PH 7512;-4;0;4;0;142.1000;568.4000;44;91.3151;4017.8644;1;57160;04-M/18-00397;01/04-M/18-00225;26-03-2018;11:17:58;18-06-2018;18;;518;4;No;1PE-C001017-00G;;8;NPVM;PED2018A492C
PH 9404;-12;0;12;0;26.3300;315.9600;0;20.2748;0.0000;1;57160;04-M/18-00397;01/04-M/18-00225;26-03-2018;11:17:58;18-06-2018;18;;518;4;No;P4B;APEX 400;8;NPVM;PED2018A492C
PH 7266;-30;0;30;0;23.8400;715.2000;738;15.0953;11140.3314;1;57160;04-M/18-00396;01/04-M/18-00334;9-05-2018;10:24:42;18-06-2018;18;;518;4;No;1PE-C001023-00G-CITY600;;8;NPVM;
PH 9210;-10;0;10;0;172.0100;1720.1000;0;118.7556;0.0000;2;57160;04-M/18-00357;01/04-M/18-00420;6-06-2018;9:48:41;6-06-2018;18;;518;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A935C
PH 9406;-20;0;20;0;28.1200;562.4000;0;20.7582;0.0000;1;57160;04-M/18-00353;01/04-M/18-00403;31-05-2018;9:29:18;4-06-2018;18;;518;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2018A823C
PHP 2115;-1;0;1;0;76.0700;76.0700;0;56.7695;0.0000;1;57160;04-M/18-00353;01/04-M/18-00403;31-05-2018;9:29:18;4-06-2018;18;;518;4;No;WS.6415.9001;;8;NPVM;PED2018A823C
PH 9415;-2;0;2;0;95.0800;190.1600;0;71.2678;0.0000;1;57160;04-M/18-00353;01/04-M/18-00403;31-05-2018;9:29:18;4-06-2018;18;;518;4;No;P5B;VESTA 1500 LCD;8;NPVM;PED2018A823C
PH 9220;-2;0;2;0;257.8300;515.6600;0;177.9451;0.0000;1;57160;04-M/18-00353;01/04-M/18-00403;31-05-2018;9:29:18;4-06-2018;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A823C
PHP 2112;-1;0;1;0;64.6400;64.6400;0;47.8112;0.0000;1;57160;04-M/18-00353;01/04-M/18-00403;31-05-2018;9:29:18;4-06-2018;18;;518;4;No;WS.6412.9001;;8;NPVM;PED2018A823C
9;1;1;0;0;297.5200;-297.5200;0;0.0000;0.0000;1;57160;04-M/18-00289;01/04-M/18-00338;11-05-2018;9:20:47;11-05-2018;18;;518;4;No;;;8;NPVM;
PH 9220;-2;0;2;0;257.8300;515.6600;0;177.9451;0.0000;1;57160;04-M/18-00288;01/04-M/18-00335;9-05-2018;10:25:11;11-05-2018;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A786C
PH 9210;-2;0;2;0;172.0100;344.0200;0;118.7556;0.0000;1;57160;04-M/18-00288;01/04-M/18-00335;9-05-2018;10:25:11;11-05-2018;18;;518;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A786C
YUA 107;-10;0;10;0;12.5200;125.2000;135;10.6400;1436.4000;1;57160;04-M/18-00288;01/04-M/18-00335;9-05-2018;10:25:11;11-05-2018;18;;518;4;No;NP7-12L;;8;NPVM;PED2018A786C
YUA 109;-10;0;10;0;17.3900;173.9000;224;14.7800;3310.7200;1;57160;04-M/18-00288;01/04-M/18-00335;9-05-2018;10:25:11;11-05-2018;18;;518;4;No;NPW45-12;;8;NPVM;PED2018A786C
PH 7288;-20;0;20;0;29.1200;582.4000;51;23.5910;1203.1410;1;57160;04-M/18-00262;01/04-M/18-00310;30-04-2018;17:11:36;30-04-2018;18;;518;4;No;1PE-C001939-00GE;;8;NPVM;
PH 9485;-12;0;12;0;46.9000;562.8000;0;33.6919;0.0000;1;57160;04-M/18-00262;01/04-M/18-00310;30-04-2018;17:11:36;30-04-2018;18;;518;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
TP 3108;-10;0;10;0;16.8000;168.0000;0;13.9673;0.0000;1;57160;04-M/18-00262;01/04-M/18-00310;30-04-2018;17:11:36;30-04-2018;18;;518;4;No;TL-SG1008D;;8;NPVM;
TP 3105;-10;0;10;0;11.6500;116.5000;0;9.9063;0.0000;1;57160;04-M/18-00262;01/04-M/18-00310;30-04-2018;17:11:36;30-04-2018;18;;518;4;No;TL-SG1005D;;8;NPVM;
PH 9260;-1;0;1;1;804.0100;804.0100;0;496.0234;0.0000;1;57160;04-M/18-00251;01/04-M/18-00294;24-04-2018;9:40:20;24-04-2018;18;;518;4;No;P6T - WINNER PRO+ 6K;;8;NPVM;PED2018A705C
PH 9262;-1;0;1;0;483.6900;483.6900;4;386.9520;1547.8080;1;57160;04-M/18-00251;01/04-M/18-00294;24-04-2018;9:40:20;24-04-2018;18;;518;4;No;P6T BANK BATTERY;;8;NPVM;PED2018A705C
PH 7512;-1;0;1;0;142.1000;142.1000;0;96.6247;0.0000;1;57160;04-M/18-00243;01/04-M/18-00285;18-04-2018;13:28:42;18-04-2018;18;;518;4;No;1PE-C001017-00G;;8;NPVM;
PH 9410;-2;0;2;0;60.9100;121.8200;0;45.7008;0.0000;1;57160;04-M/18-00242;01/04-M/18-00284;18-04-2018;13:24:32;18-04-2018;18;;518;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9415;-2;0;2;0;95.0800;190.1600;0;71.2678;0.0000;1;57160;04-M/18-00242;01/04-M/18-00284;18-04-2018;13:24:32;18-04-2018;18;;518;4;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9420;-4;0;4;0;113.9200;455.6800;0;84.4246;0.0000;1;57160;04-M/18-00242;01/04-M/18-00284;18-04-2018;13:24:32;18-04-2018;18;;518;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
PH 9408;-20;0;20;0;33.5300;670.6000;0;24.8065;0.0000;1;57160;04-M/18-00242;01/04-M/18-00284;18-04-2018;13:24:32;18-04-2018;18;;518;4;No;P8B(APEX 800);APEX 800;8;NPVM;
TP 3424;-8;0;8;0;58.8500;470.8000;0;50.0600;0.0000;3;57160;04-M/18-00195;01/04-M/18-00230;27-03-2018;13:21:51;27-03-2018;18;;518;4;No;TL-SG1024D;;8;NPVM;A547C
PH 9230;-1;0;1;0;343.4900;343.4900;0;236.8903;0.0000;1;57160;04-M/18-00195;01/04-M/18-00230;27-03-2018;13:21:51;27-03-2018;18;;518;4;No;1PE-C001403-00G;;8;NPVM;A547C
PH 9210;-1;0;1;0;172.0100;172.0100;0;119.5222;0.0000;1;57160;04-M/18-00195;01/04-M/18-00230;27-03-2018;13:21:51;27-03-2018;18;;518;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;A547C
PH 9230;-1;0;1;0;343.4900;343.4900;0;236.8903;0.0000;1;57160;04-M/18-00189;01/04-M/18-00224;26-03-2018;9:44:42;26-03-2018;18;;518;4;No;1PE-C001403-00G;;8;NPVM;PED2018A492C
DTA 015;-50;0;50;0;0.2800;14.0000;0;0.2007;0.0000;1;57160;04-M/18-00189;01/04-M/18-00224;26-03-2018;9:44:42;26-03-2018;18;;518;4;No;TUBE HY 420 WHITE1,5;;8;NPVM;PED2018A492C
PHP 2112;-1;0;1;0;64.6400;64.6400;0;49.1122;0.0000;1;57160;04-M/18-00189;01/04-M/18-00224;26-03-2018;9:44:42;26-03-2018;18;;518;4;No;WS.6412.9001;;8;NPVM;PED2018A492C
PH 9460;-10;0;10;0;33.6600;336.6000;0;23.4316;0.0000;1;57160;04-M/18-00189;01/04-M/18-00224;26-03-2018;9:44:42;26-03-2018;18;;518;4;No;P6V;VESTA 650 LED;8;NPVM;PED2018A492C
PH 9210;-1;0;1;0;172.0100;172.0100;0;119.5222;0.0000;1;57160;04-M/18-00189;01/04-M/18-00224;26-03-2018;9:44:42;26-03-2018;18;;518;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A492C
PH 9260;-1;0;1;0;804.0100;804.0100;0;498.7420;0.0000;1;57160;04-M/18-00170;01/04-M/18-00201;16-03-2018;9:56:56;19-03-2018;18;;518;4;No;P6T - WINNER PRO+ 6K;;8;NPVM;PED2018A488C
PH 9406;-20;0;20;0;28.1200;562.4000;0;21.1552;0.0000;1;57160;04-M/18-00160;01/04-M/18-00183;13-03-2018;11:34:00;13-03-2018;18;;518;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2018A407C
PH 9410;-2;0;2;0;60.9100;121.8200;0;46.3225;0.0000;1;57160;04-M/18-00160;01/04-M/18-00183;13-03-2018;11:34:00;13-03-2018;18;;518;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2018A407C
PH 9210;-2;0;2;0;172.0100;344.0200;0;120.4091;0.0000;1;57160;04-M/18-00160;01/04-M/18-00183;13-03-2018;11:34:00;13-03-2018;18;;518;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A407C
PH 9420;-4;0;4;0;113.9200;455.6800;0;85.4378;0.0000;1;57160;04-M/18-00160;01/04-M/18-00183;13-03-2018;11:34:00;13-03-2018;18;;518;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;PED2018A407C
PH 9220;-2;0;2;0;252.8400;480.4000;0;180.4817;0.0000;1;57160;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9230;-2;0;2;0;338.3300;642.8300;0;240.4407;0.0000;1;57160;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;518;4;No;1PE-C001403-00G;;8;NPVM;
PH 9310;-2;0;2;0;248.8700;472.8500;0;168.7076;0.0000;1;57160;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;518;4;No;GALLEON RM-1K;;8;NPVM;
PH 9320;-2;0;2;0;434.2700;825.1100;0;290.9572;0.0000;1;57160;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;518;4;No;GALLEON 2K RACK;;8;NPVM;
PH 9330;-2;0;2;0;456.1700;866.7200;0;301.0977;0.0000;1;57160;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;518;4;No;GALLEON RM-3K RACK;;8;NPVM;
PH 7512;-2;0;2;0;142.1000;284.2000;3;96.6247;289.8741;1;57160;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;518;4;No;1PE-C001017-00G;;8;NPVM;
PH 7521;-1;0;1;0;156.5500;156.5500;0;106.4543;0.0000;1;57160;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;518;4;No;1PE-C001018-00G;;8;NPVM;
PH 7530;-1;0;1;0;225.7800;225.7800;0;146.7556;0.0000;1;57160;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;518;4;No;1PE-C001019-00G;;8;NPVM;
PH 9210;-6;0;6;0;172.0100;1032.0600;0;120.4091;0.0000;1;57160;04-M/18-00110;01/04-M/18-00133;22-02-2018;11:13:57;22-02-2018;18;;518;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2018A324C
PH 9485;-6;0;6;0;46.9000;281.4000;0;34.2667;0.0000;1;57160;04-M/18-00110;01/04-M/18-00133;22-02-2018;11:13:57;22-02-2018;18;;518;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2018A324C
PH 7210;-6;0;6;0;46.5000;279.0000;103;29.2921;3017.0863;1;57160;04-M/18-00110;01/04-M/18-00133;22-02-2018;11:13:57;22-02-2018;18;;518;4;No;1PE-C001940-00GE;;8;NPVM;PED2018A324C
PH 9465;-10;0;10;0;38.5700;385.7000;0;29.0225;0.0000;1;57160;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;518;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2018A231C
PH 9230;-1;0;1;0;338.3300;338.3300;0;240.4407;0.0000;1;57160;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;518;4;No;1PE-C001403-00G;;8;NPVM;PED2018A231C
PH 9220;-2;0;2;0;252.8400;505.6800;0;180.4817;0.0000;1;57160;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2018A231C
PH 7266;-10;0;10;0;23.8400;238.4000;216;15.9731;3450.1896;1;57160;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;518;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2018A231C
PH 9406;-10;0;10;0;28.1200;281.2000;0;21.1552;0.0000;1;57160;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;518;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2018A231C
PH 7288;-10;0;10;0;29.1200;291.2000;211;23.5910;4977.7010;1;57160;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;518;4;No;1PE-C001939-00GE;;8;NPVM;PED2018A231C
