Mov Alm -> Referencia;Número de Serie;Mov Alm -> Fecha;Mov Alm -> Salidas;Mov Alm -> Entradas;Mov Alm -> Cantidad con signo
PH 7288;3200428Q30000681;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000682;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000683;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000684;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000685;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000686;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000687;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000688;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000693;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000694;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000695;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000696;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000697;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000698;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000699;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000700;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000701;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000702;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000703;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000704;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000705;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000706;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000707;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000708;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000709;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000710;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000711;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000712;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000713;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000714;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000715;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000716;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000717;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000718;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000719;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000720;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000721;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000722;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000723;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000724;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000729;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000730;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000731;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000732;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000733;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000734;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000735;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000736;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000737;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000738;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000739;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000740;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000757;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000758;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000759;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000760;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000765;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000766;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000767;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000768;11-Nov-2019;100;0;-100
PH 7288;3200428Q30000330;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000332;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000357;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000358;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000359;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000360;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000365;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000366;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000367;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000368;13-Nov-2019;10;0;-10
PH 7288;3200428Q30000329;2-Dic-2019;2;0;-2
PH 7288;3200428Q30000331;2-Dic-2019;2;0;-2
PH 7288;3200429X30000065;2-Ene-2020;12;0;-12
PH 7288;3200429X30000066;2-Ene-2020;12;0;-12
PH 7288;3200429X30000067;2-Ene-2020;12;0;-12
PH 7288;3200429X30000068;2-Ene-2020;12;0;-12
PH 7288;3200429X30000121;2-Ene-2020;12;0;-12
PH 7288;3200429X30000122;2-Ene-2020;12;0;-12
PH 7288;3200429X30000123;2-Ene-2020;12;0;-12
PH 7288;3200429X30000124;2-Ene-2020;12;0;-12
PH 7288;3200429X30000125;2-Ene-2020;12;0;-12
PH 7288;3200429X30000126;2-Ene-2020;12;0;-12
PH 7288;3200429X30000127;2-Ene-2020;12;0;-12
PH 7288;3200429X30000128;2-Ene-2020;12;0;-12
PH 7288;3200429X30000109;2-Ene-2020;6;0;-6
PH 7288;3200429X30000110;2-Ene-2020;6;0;-6
PH 7288;3200429X30000111;2-Ene-2020;6;0;-6
PH 7288;3200429X30000112;2-Ene-2020;6;0;-6
PH 7288;3200429X30000115;2-Ene-2020;6;0;-6
PH 7288;3200429X30000116;2-Ene-2020;6;0;-6
PH 7288;3200429x30000107;2-Ene-2020;2;0;-2
PH 7288;3200429x30000108;2-Ene-2020;2;0;-2
PH 7288;3200429X30000001;2-Ene-2020;18;0;-18
PH 7288;3200429X30000002;2-Ene-2020;18;0;-18
PH 7288;3200429X30000003;2-Ene-2020;18;0;-18
PH 7288;3200429X30000004;2-Ene-2020;18;0;-18
PH 7288;3200429X30000045;2-Ene-2020;18;0;-18
PH 7288;3200429X30000046;2-Ene-2020;18;0;-18
PH 7288;3200429X30000047;2-Ene-2020;18;0;-18
PH 7288;3200429X30000048;2-Ene-2020;18;0;-18
PH 7288;3200429X30000049;2-Ene-2020;18;0;-18
PH 7288;3200429X30000050;2-Ene-2020;18;0;-18
PH 7288;3200429X30000051;2-Ene-2020;18;0;-18
PH 7288;3200429X30000052;2-Ene-2020;18;0;-18
PH 7288;3200429X30000057;2-Ene-2020;18;0;-18
PH 7288;3200429X30000058;2-Ene-2020;18;0;-18
PH 7288;3200429X30000059;2-Ene-2020;18;0;-18
PH 7288;3200429X30000060;2-Ene-2020;18;0;-18
PH 7288;3200429X30000105;2-Ene-2020;18;0;-18
PH 7288;3200429X30000106;2-Ene-2020;18;0;-18
PH 7288;3200429X30000021;7-Ene-2020;10;0;-10
PH 7288;3200429X30000022;7-Ene-2020;10;0;-10
PH 7288;3200429X30000023;7-Ene-2020;10;0;-10
PH 7288;3200429X30000024;7-Ene-2020;10;0;-10
PH 7288;3200429X30000069;7-Ene-2020;10;0;-10
PH 7288;3200429X30000070;7-Ene-2020;10;0;-10
PH 7288;3200429X30000071;7-Ene-2020;10;0;-10
PH 7288;3200429X30000072;7-Ene-2020;10;0;-10
PH 7288;3200429X30000089;7-Ene-2020;10;0;-10
PH 7288;3200429X30000091;7-Ene-2020;10;0;-10
PH 7288;3200429X30000097;7-Ene-2020;3;0;-3
PH 7288;3200429X30000099;7-Ene-2020;3;0;-3
PH 7288;3200429X30000100;7-Ene-2020;3;0;-3
PH 7288;3200429X30000177;13-Ene-2020;3;0;-3
PH 7288;3200429X30000178;13-Ene-2020;3;0;-3
PH 7288;3200429X30000179;13-Ene-2020;3;0;-3
PH 7288;3200429X30000041;13-Ene-2020;10;0;-10
PH 7288;3200429X30000042;13-Ene-2020;10;0;-10
PH 7288;3200429X30000043;13-Ene-2020;10;0;-10
PH 7288;3200429X30000044;13-Ene-2020;10;0;-10
PH 7288;3200429X30000053;13-Ene-2020;10;0;-10
PH 7288;3200429X30000054;13-Ene-2020;10;0;-10
PH 7288;3200429X30000055;13-Ene-2020;10;0;-10
PH 7288;3200429X30000056;13-Ene-2020;10;0;-10
PH 7288;3200429X30000090;13-Ene-2020;10;0;-10
PH 7288;3200429X30000092;13-Ene-2020;10;0;-10
PH 7288;3200429X30000113;14-Ene-2020;1;0;-1
PH 7288;3200429X30000009;15-Ene-2020;20;0;-20
PH 7288;3200429X30000010;15-Ene-2020;20;0;-20
PH 7288;3200429X30000011;15-Ene-2020;20;0;-20
PH 7288;3200429X30000012;15-Ene-2020;20;0;-20
PH 7288;3200429X30000017;15-Ene-2020;20;0;-20
PH 7288;3200429X30000018;15-Ene-2020;20;0;-20
PH 7288;3200429X30000019;15-Ene-2020;20;0;-20
PH 7288;3200429X30000020;15-Ene-2020;20;0;-20
PH 7288;3200429X30000037;15-Ene-2020;20;0;-20
PH 7288;3200429X30000038;15-Ene-2020;20;0;-20
PH 7288;3200429X30000039;15-Ene-2020;20;0;-20
PH 7288;3200429X30000040;15-Ene-2020;20;0;-20
PH 7288;3200429X30000061;15-Ene-2020;20;0;-20
PH 7288;3200429X30000062;15-Ene-2020;20;0;-20
PH 7288;3200429X30000063;15-Ene-2020;20;0;-20
PH 7288;3200429X30000064;15-Ene-2020;20;0;-20
PH 7288;3200429X30000077;15-Ene-2020;20;0;-20
PH 7288;3200429X30000078;15-Ene-2020;20;0;-20
PH 7288;3200429X30000079;15-Ene-2020;20;0;-20
PH 7288;3200429X30000080;15-Ene-2020;20;0;-20
PH 7288;3200429X30000081;21-Ene-2020;2;0;-2
PH 7288;3200429X30000082;21-Ene-2020;2;0;-2
PH 7288;3200429X30000083;22-Ene-2020;2;0;-2
PH 7288;3200429X30000084;22-Ene-2020;2;0;-2
PH 7288;3200429X30000211;22-Ene-2020;6;0;-6
PH 7288;3200429X30000212;22-Ene-2020;6;0;-6
PH 7288;3200429X30000225;22-Ene-2020;6;0;-6
PH 7288;3200429X30000226;22-Ene-2020;6;0;-6
PH 7288;3200429X30000227;22-Ene-2020;6;0;-6
PH 7288;3200429X30000228;22-Ene-2020;6;0;-6
PH 7288;3200429X30000165;24-Ene-2020;30;0;-30
PH 7288;3200429X30000166;24-Ene-2020;30;0;-30
PH 7288;3200429X30000167;24-Ene-2020;30;0;-30
PH 7288;3200429X30000168;24-Ene-2020;30;0;-30
PH 7288;3200429X30000181;24-Ene-2020;30;0;-30
PH 7288;3200429X30000182;24-Ene-2020;30;0;-30
PH 7288;3200429X30000183;24-Ene-2020;30;0;-30
PH 7288;3200429X30000184;24-Ene-2020;30;0;-30
PH 7288;3200429X30000185;24-Ene-2020;30;0;-30
PH 7288;3200429X30000186;24-Ene-2020;30;0;-30
PH 7288;3200429X30000187;24-Ene-2020;30;0;-30
PH 7288;3200429X30000188;24-Ene-2020;30;0;-30
PH 7288;3200429X30000197;24-Ene-2020;30;0;-30
PH 7288;3200429X30000198;24-Ene-2020;30;0;-30
PH 7288;3200429X30000199;24-Ene-2020;30;0;-30
PH 7288;3200429X30000200;24-Ene-2020;30;0;-30
PH 7288;3200429X30000205;24-Ene-2020;30;0;-30
PH 7288;3200429X30000206;24-Ene-2020;30;0;-30
PH 7288;3200429X30000207;24-Ene-2020;30;0;-30
PH 7288;3200429X30000208;24-Ene-2020;30;0;-30
PH 7288;3200429X30000209;24-Ene-2020;30;0;-30
PH 7288;3200429X30000210;24-Ene-2020;30;0;-30
PH 7288;3200429X30000241;24-Ene-2020;30;0;-30
PH 7288;3200429X30000242;24-Ene-2020;30;0;-30
PH 7288;3200429X30000243;24-Ene-2020;30;0;-30
PH 7288;3200429X30000244;24-Ene-2020;30;0;-30
PH 7288;3200429X30000245;24-Ene-2020;30;0;-30
PH 7288;3200429X30000246;24-Ene-2020;30;0;-30
PH 7288;3200429X30000247;24-Ene-2020;30;0;-30
PH 7288;3200429X30000248;24-Ene-2020;30;0;-30
PH 7288;3200429X30000136;27-Ene-2020;1;0;-1
PH 7288;3200429X30000164;27-Ene-2020;10;0;-10
PH 7288;3200429X30000169;27-Ene-2020;10;0;-10
PH 7288;3200429X30000170;27-Ene-2020;10;0;-10
PH 7288;3200429X30000171;27-Ene-2020;10;0;-10
PH 7288;3200429X30000172;27-Ene-2020;10;0;-10
PH 7288;3200429X30000173;27-Ene-2020;10;0;-10
PH 7288;3200429X30000174;27-Ene-2020;10;0;-10
PH 7288;3200429X30000175;27-Ene-2020;10;0;-10
PH 7288;3200429X30000176;27-Ene-2020;10;0;-10
PH 7288;3200429X30000191;27-Ene-2020;10;0;-10
PH 7288;3200429X30000134;29-Ene-2020;2;0;-2
PH 7288;3200429X30000135;29-Ene-2020;2;0;-2
PH 7288;3200429Z30000137;10-Feb-2020;4;0;-4
PH 7288;3200429Z30000138;10-Feb-2020;4;0;-4
PH 7288;3200429Z30000139;10-Feb-2020;4;0;-4
PH 7288;3200429Z30000140;10-Feb-2020;4;0;-4
PH 7288;3200429X30000151;10-Feb-2020;1;0;-1
PH 7288;3200429X30000141;13-Feb-2020;4;0;-4
PH 7288;3200429X30000142;13-Feb-2020;4;0;-4
PH 7288;3200429X30000143;13-Feb-2020;4;0;-4
PH 7288;3200429X30000144;13-Feb-2020;4;0;-4
PH 7288;3200429X30000145;14-Feb-2020;30;0;-30
PH 7288;3200429X30000146;14-Feb-2020;30;0;-30
PH 7288;3200429X30000147;14-Feb-2020;30;0;-30
PH 7288;3200429X30000148;14-Feb-2020;30;0;-30
PH 7288;3200429X30000149;14-Feb-2020;30;0;-30
PH 7288;3200429X30000150;14-Feb-2020;30;0;-30
PH 7288;3200429X30000153;14-Feb-2020;30;0;-30
PH 7288;3200429X30000154;14-Feb-2020;30;0;-30
PH 7288;3200429X30000155;14-Feb-2020;30;0;-30
PH 7288;3200429X30000156;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000129;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000130;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000131;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000132;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000133;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000134;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000135;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000136;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000141;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000142;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000143;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000144;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000153;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000154;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000155;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000156;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000157;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000158;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000159;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000160;14-Feb-2020;30;0;-30
PH 7288;3200429Z30000269;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000270;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000271;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000272;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000293;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000294;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000295;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000296;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000307;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000308;19-Feb-2020;10;0;-10
PH 7288;3200429Z30000169;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000170;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000171;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000172;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000173;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000174;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000175;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000176;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000189;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000190;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000191;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000192;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000217;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000218;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000219;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000220;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000221;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000222;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000223;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000224;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000229;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000230;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000231;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000232;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000245;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000246;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000247;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000248;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000285;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000286;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000287;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000288;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000289;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000290;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000291;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000292;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000305;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000306;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000309;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000310;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000311;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000312;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000313;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000314;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000315;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000316;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000317;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000318;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000319;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000320;20-Feb-2020;50;0;-50
PH 7288;3200429Z30000205;20-Feb-2020;4;0;-4
PH 7288;3200429Z30000206;20-Feb-2020;4;0;-4
PH 7288;3200429Z30000207;20-Feb-2020;4;0;-4
PH 7288;3200429Z30000208;20-Feb-2020;4;0;-4
PH 7288;3200429Z30000185;3-Mar-2020;2;0;-2
PH 7288;3200429Z30000186;3-Mar-2020;2;0;-2
PH 7288;3200429Z30000165;9-Mar-2020;8;0;-8
PH 7288;3200429Z30000166;9-Mar-2020;8;0;-8
PH 7288;3200429Z30000167;9-Mar-2020;8;0;-8
PH 7288;3200429Z30000168;9-Mar-2020;8;0;-8
PH 7288;3200429Z30000213;9-Mar-2020;8;0;-8
PH 7288;3200429Z30000214;9-Mar-2020;8;0;-8
PH 7288;3200429Z30000215;9-Mar-2020;8;0;-8
PH 7288;3200429Z30000216;9-Mar-2020;8;0;-8
PH 7288;3200429Z30000202;11-Mar-2020;2;0;-2
PH 7288;3200429Z30000204;11-Mar-2020;2;0;-2
PH 7288;3200429Z30000237;12-Mar-2020;4;0;-4
PH 7288;3200429Z30000238;12-Mar-2020;4;0;-4
PH 7288;3200429Z30000239;12-Mar-2020;4;0;-4
PH 7288;3200429Z30000240;12-Mar-2020;4;0;-4
PH 7288;3200429Z30000145;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000146;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000148;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000161;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000162;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000163;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000164;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000181;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000182;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000183;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000184;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000193;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000194;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000195;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000196;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000197;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000198;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000199;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000200;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000209;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000210;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000211;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000212;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000233;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000234;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000235;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000236;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000249;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000250;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000251;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000252;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000253;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000254;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000255;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000256;12-Mar-2020;35;0;-35
PH 7288;3200429Z30000017;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000018;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000019;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000020;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000025;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000026;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000027;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000028;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000029;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000030;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000031;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000032;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000033;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000034;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000035;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000036;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000177;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000178;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000179;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000180;16-Mar-2020;20;0;-20
PH 7288;3200429Z30000264;24-Abr-2020;5;0;-5
PH 7288;3200429Z30000277;24-Abr-2020;5;0;-5
PH 7288;3200429Z30000278;24-Abr-2020;5;0;-5
PH 7288;3200429Z30000279;24-Abr-2020;5;0;-5
PH 7288;3200429Z30000280;24-Abr-2020;5;0;-5
PH 7288;3200429Z30000345;4-May-2020;8;0;-8
PH 7288;3200429Z30000346;4-May-2020;8;0;-8
PH 7288;3200429Z30000347;4-May-2020;8;0;-8
PH 7288;3200429Z30000348;4-May-2020;8;0;-8
PH 7288;3200429Z30000377;4-May-2020;8;0;-8
PH 7288;3200429Z30000378;4-May-2020;8;0;-8
PH 7288;3200429Z30000379;4-May-2020;8;0;-8
PH 7288;3200429Z30000380;4-May-2020;8;0;-8
PH 7288;3200429z30000340;11-May-2020;1;0;-1
PH 7288;3200429Z30000265;14-May-2020;30;0;-30
PH 7288;3200429Z30000266;14-May-2020;30;0;-30
PH 7288;3200429Z30000281;14-May-2020;30;0;-30
PH 7288;3200429Z30000282;14-May-2020;30;0;-30
PH 7288;3200429Z30000283;14-May-2020;30;0;-30
PH 7288;3200429Z30000284;14-May-2020;30;0;-30
PH 7288;3200429Z30000297;14-May-2020;30;0;-30
PH 7288;3200429Z30000298;14-May-2020;30;0;-30
PH 7288;3200429Z30000299;14-May-2020;30;0;-30
PH 7288;3200429Z30000300;14-May-2020;30;0;-30
PH 7288;3200429Z30000301;14-May-2020;30;0;-30
PH 7288;3200429Z30000302;14-May-2020;30;0;-30
PH 7288;3200429Z30000303;14-May-2020;30;0;-30
PH 7288;3200429Z30000304;14-May-2020;30;0;-30
PH 7288;3200429Z30000325;14-May-2020;30;0;-30
PH 7288;3200429Z30000326;14-May-2020;30;0;-30
PH 7288;3200429Z30000327;14-May-2020;30;0;-30
PH 7288;3200429Z30000328;14-May-2020;30;0;-30
PH 7288;3200429Z30000329;14-May-2020;30;0;-30
PH 7288;3200429Z30000330;14-May-2020;30;0;-30
PH 7288;3200429Z30000331;14-May-2020;30;0;-30
PH 7288;3200429Z30000332;14-May-2020;30;0;-30
PH 7288;3200429Z30000333;14-May-2020;30;0;-30
PH 7288;3200429Z30000334;14-May-2020;30;0;-30
PH 7288;3200429Z30000335;14-May-2020;30;0;-30
PH 7288;3200429Z30000336;14-May-2020;30;0;-30
PH 7288;3200429Z30000361;14-May-2020;30;0;-30
PH 7288;3200429Z30000362;14-May-2020;30;0;-30
PH 7288;3200429Z30000363;14-May-2020;30;0;-30
PH 7288;3200429Z30000364;14-May-2020;30;0;-30
PH 7288;3200429Z30000268;21-May-2020;5;0;-5
PH 7288;3200429Z30000353;21-May-2020;5;0;-5
PH 7288;3200429Z30000354;21-May-2020;5;0;-5
PH 7288;3200429Z30000355;21-May-2020;5;0;-5
PH 7288;3200429Z30000356;21-May-2020;5;0;-5
PH 7288;3200429Z30000225;28-May-2020;8;0;-8
PH 7288;3200429Z30000226;28-May-2020;8;0;-8
PH 7288;3200429Z30000227;28-May-2020;8;0;-8
PH 7288;3200429Z30000228;28-May-2020;8;0;-8
PH 7288;3200429Z30000241;28-May-2020;8;0;-8
PH 7288;3200429Z30000242;28-May-2020;8;0;-8
PH 7288;3200429Z30000243;28-May-2020;8;0;-8
PH 7288;3200429Z30000244;28-May-2020;8;0;-8
PH 7288;3200429z30000064;28-May-2020;1;0;-1
PH 7288;3200429z30000063;29-May-2020;1;0;-1
PH 7288;3200429Z30000061;29-May-2020;6;0;-6
PH 7288;3200429Z30000062;29-May-2020;6;0;-6
PH 7288;3200429Z30000097;29-May-2020;6;0;-6
PH 7288;3200429Z30000098;29-May-2020;6;0;-6
PH 7288;3200429Z30000099;29-May-2020;6;0;-6
PH 7288;3200429Z30000100;29-May-2020;6;0;-6
PH 7288;3200429Z30000002;5-Jun-2020;10;0;-10
PH 7288;3200429Z30000009;5-Jun-2020;10;0;-10
PH 7288;3200429Z30000010;5-Jun-2020;10;0;-10
PH 7288;3200429Z30000011;5-Jun-2020;10;0;-10
PH 7288;3200429Z30000012;5-Jun-2020;10;0;-10
PH 7288;3200429Z30000043;5-Jun-2020;10;0;-10
PH 7288;3200429Z30000045;5-Jun-2020;10;0;-10
PH 7288;3200429Z30000046;5-Jun-2020;10;0;-10
PH 7288;3200429Z30000047;5-Jun-2020;10;0;-10
